bv_id,external_card_number,internal_card_number,name,type,set,sub_set,variations,element,power,cost,image_url,is_placeholder,filename,download_status,error
112,BBF-1,BBF-01,A.I.,Hero,Alpha,2024 Release,Blue Battlefoil,Ice,185,,https://images.bazookavault.com/card_fronts/2025/alphaedition-sets-invertedbattlefoils229-1-bz1.webp,0,BBF-1_A.I._Ice_P185.webp,ok,
113,BBFA-1,BBFA-001,A.I.,Hero,Alpha,Blast,Blast Inspired Ink,Glow,190,,https://images.bazookavault.com/card_fronts/Temporary_Blast_Glow_Auto-bz1.webp,1,,,
114,BBFA-2,BBFA-002,A.I.,Hero,Alpha,Blast,Blast Inspired Ink,Fire,185,,https://images.bazookavault.com/card_fronts/Temporary_Blast_Fire_Auto-bz1.webp,1,,,
115,BBFA-3,BBFA-003,A.I.,Hero,Alpha,Blast,Blast Inspired Ink,Ice,185,,https://images.bazookavault.com/card_fronts/Temporary_Blast_Ice_Auto-bz1.webp,1,,,
116,BFA-1,BFA-001,A.I.,Hero,Alpha,2024 Release,Inspired Ink Battlefoil,Hex,200,,https://images.bazookavault.com/card_fronts/2025/alphaedition-autos-only-setorder1-1-bz1.webp,0,BFA-1_A.I._Hex_P200.webp,ok,
117,BFA-2,BFA-002,A.I.,Hero,Alpha,2024 Release,Inspired Ink Battlefoil,Glow,190,,https://images.bazookavault.com/card_fronts/2025/alphaedition-autos-only-setorder2-1-bz1.webp,0,BFA-2_A.I._Glow_P190.webp,ok,
118,BFA-3,BFA-003,A.I.,Hero,Alpha,2024 Release,Inspired Ink Battlefoil,Fire,185,,https://images.bazookavault.com/card_fronts/2025/alphaedition-autos-only-setorder3-1-bz1.webp,0,BFA-3_A.I._Fire_P185.webp,ok,
119,BFA-4,BFA-004,A.I.,Hero,Alpha,2024 Release,Inspired Ink Battlefoil,Ice,185,,https://images.bazookavault.com/card_fronts/2025/alphaedition-autos-only-setorder4-1-bz1.webp,0,BFA-4_A.I._Ice_P185.webp,ok,
120,BFA-5,BFA-005,A.I.,Hero,Alpha,2024 Release,Inspired Ink Battlefoil,Steel,170,,https://images.bazookavault.com/card_fronts/2025/alphaedition-autos-only-setorder5-1-bz1.webp,0,BFA-5_A.I._Steel_P170.webp,ok,
121,BGA-2,BGA-02,A.I.,Hero,Alpha,2024 Release,Inspired Ink Bubble Gum Battlefoil,Gum,200,,https://images.bazookavault.com/card_fronts/2025/alphaedition-autos-only-setorder184-1-bz1.webp,0,BGA-2_A.I._Gum_P200.webp,ok,
122,BL-B2,BL-B002,A.I.,Hero,Alpha,Blast,Blue Blast,Ice,185,,https://images.bazookavault.com/card_fronts/Temporary_Blast_Ice-bz1.webp,1,,,
123,BL-BG2,BL-BG002,A.I.,Hero,Alpha,Blast,Bubble Gum Blast,Gum,200,,https://images.bazookavault.com/card_fronts/Temporary_Blast_Gum-bz1.webp,1,,,
124,BL-G2,BL-G002,A.I.,Hero,Alpha,Blast,Green Blast,Glow,190,,https://images.bazookavault.com/card_fronts/Temporary_Blast_Glow-bz1.webp,1,,,
125,BL-O2,BL-O002,A.I.,Hero,Alpha,Blast,Orange Blast,Fire,185,,https://images.bazookavault.com/card_fronts/Temporary_Blast_Fire-bz1.webp,1,,,
126,BL-P2,BL-P002,A.I.,Hero,Alpha,Blast,Pink Blast,Hex,200,,https://images.bazookavault.com/card_fronts/Temporary_Blast_Hex-bz1.webp,1,,,
127,BL-S2,BL-S002,A.I.,Hero,Alpha,Blast,Silver Blast,Steel,170,,https://images.bazookavault.com/card_fronts/Temporary_Blast_Steel-bz1.webp,1,,,
128,GBF-1,GBF-01,A.I.,Hero,Alpha,2024 Release,Green Battlefoil,Glow,190,,https://images.bazookavault.com/card_fronts/2025/alphaedition-sets-invertedbattlefoils77-1-bz1.webp,0,GBF-1_A.I._Glow_P190.webp,ok,
129,GLBF-1,GLBF-001,A.I.,Hero,Alpha,2024 Release,Grandma's Linoleum Battlefoil,Hex,200,,https://images.bazookavault.com/card_fronts/2025/alphaedition-sets-linoleum1-1-bz1.webp,0,GLBF-1_A.I._Hex_P200.webp,ok,
130,GLBF-2,GLBF-002,A.I.,Hero,Alpha,2024 Release,Grandma's Linoleum Battlefoil,Glow,190,,https://images.bazookavault.com/card_fronts/2025/alphaedition-sets-linoleum2-1-bz1.webp,0,GLBF-2_A.I._Glow_P190.webp,ok,
131,GLBF-3,GLBF-003,A.I.,Hero,Alpha,2024 Release,Grandma's Linoleum Battlefoil,Fire,185,,https://images.bazookavault.com/card_fronts/2025/alphaedition-sets-linoleum3-1-bz1.webp,0,GLBF-3_A.I._Fire_P185.webp,ok,
132,GLBF-4,GLBF-004,A.I.,Hero,Alpha,2024 Release,Grandma's Linoleum Battlefoil,Ice,185,,https://images.bazookavault.com/card_fronts/2025/alphaedition-sets-linoleum4-1-bz1.webp,0,GLBF-4_A.I._Ice_P185.webp,ok,
133,GLBF-5,GLBF-005,A.I.,Hero,Alpha,2024 Release,Grandma's Linoleum Battlefoil,Steel,170,,https://images.bazookavault.com/card_fronts/2025/alphaedition-sets-linoleum5-1-bz1.webp,0,GLBF-5_A.I._Steel_P170.webp,ok,
134,MBFA-1,MBFA-01,A.I.,Hero,Alpha,2024 Release,Inspired Ink Metallic Battlefoil,Steel,170,,https://images.bazookavault.com/card_fronts/2025/alphaedition-autos-only-setorder214-1-bz1.webp,0,MBFA-1_A.I._Steel_P170.webp,ok,
135,OBF-1,OBF-01,A.I.,Hero,Alpha,2024 Release,Orange Battlefoil,Fire,185,,https://images.bazookavault.com/card_fronts/2025/alphaedition-sets-invertedbattlefoils153-1-bz1.webp,0,OBF-1_A.I._Fire_P185.webp,ok,
136,PBF-1,PBF-01,A.I.,Hero,Alpha,2024 Release,Pink Battlefoil,Hex,200,,https://images.bazookavault.com/card_fronts/2025/alphaedition-sets-invertedbattlefoils1-1-bz1.webp,0,PBF-1_A.I._Hex_P200.webp,ok,
137,PROMO,PROMO,A.I.,Hero,Alpha,First Reward Promo,,Glow,195,,https://images.bazookavault.com/card_fronts/alpha_update_2025/Promo-HighSchool/Promo-HighSchool_page-0002-bz1.webp,0,PROMO_A.I._Glow_P195.webp,ok,
138,RAD-1,RAD-001,A.I.,Hero,Alpha,2024 Release,80's Rad Battlefoil,Hex,200,,https://images.bazookavault.com/card_fronts/2025/alphaedition-sets-rad1-1-bz1.webp,0,RAD-1_A.I._Hex_P200.webp,ok,
139,RAD-2,RAD-002,A.I.,Hero,Alpha,2024 Release,80's Rad Battlefoil,Glow,190,,https://images.bazookavault.com/card_fronts/2025/alphaedition-sets-rad2-1-bz1.webp,0,RAD-2_A.I._Glow_P190.webp,ok,
140,RAD-3,RAD-003,A.I.,Hero,Alpha,2024 Release,80's Rad Battlefoil,Fire,185,,https://images.bazookavault.com/card_fronts/2025/alphaedition-sets-rad3-1-bz1.webp,0,RAD-3_A.I._Fire_P185.webp,ok,
141,RAD-4,RAD-004,A.I.,Hero,Alpha,2024 Release,80's Rad Battlefoil,Ice,185,,https://images.bazookavault.com/card_fronts/2025/alphaedition-sets-rad4-1-bz1.webp,0,RAD-4_A.I._Ice_P185.webp,ok,
142,RAD-5,RAD-005,A.I.,Hero,Alpha,2024 Release,80's Rad Battlefoil,Steel,170,,https://images.bazookavault.com/card_fronts/2025/alphaedition-sets-rad5-1-bz1.webp,0,RAD-5_A.I._Steel_P170.webp,ok,
143,SF-1,SF-01,A.I.,Hero,Alpha,2024 Release,Superfoil,Super,200,,https://images.bazookavault.com/card_fronts/2025/alphaedition-sets-superfoils1-1-bz1.webp,0,SF-1_A.I._Super_P200.webp,ok,
144,SFA-2,SFA-02,A.I.,Hero,Alpha,2024 Release,Inspired Ink Superfoil,Super,200,,https://images.bazookavault.com/card_fronts/2025/alphaedition-autos-only-setorder153-1-bz1.webp,0,SFA-2_A.I._Super_P200.webp,ok,
145,BBF-42,BBF-042,AJax,Hero,Alpha,2025 Update,Blue Battlefoil,Ice,180,,https://images.bazookavault.com/card_fronts/alpha_update_2025/Ice-BlueBattleFoil/Ice-BlueBattleFoil_page-0042-bz1.webp,0,BBF-42_AJax_Ice_P180.webp,ok,
146,BGBF-3,BGBF-003,AJax,Hero,Alpha,2025 Update,Bubble Gum Battlefoil,Gum,195,,https://images.bazookavault.com/card_fronts/alpha_update_2025/Gum-BattleFoil/Gum-BattleFoil_page-0003-bz1.webp,0,BGBF-3_AJax_Gum_P195.webp,ok,
147,BL-B118,BL-B118,AJax,Hero,Alpha,Blast,Blue Blast,Ice,180,,https://images.bazookavault.com/card_fronts/Temporary_Blast_Ice-bz1.webp,1,,,
148,BL-BG118,BL-BG0118,AJax,Hero,Alpha,Blast,Bubble Gum Blast,Gum,195,,https://images.bazookavault.com/card_fronts/Temporary_Blast_Gum-bz1.webp,1,,,
149,BL-G118,BL-G118,AJax,Hero,Alpha,Blast,Green Blast,Glow,185,,https://images.bazookavault.com/card_fronts/Temporary_Blast_Glow-bz1.webp,1,,,
150,BL-O118,BL-O118,AJax,Hero,Alpha,Blast,Orange Blast,Fire,180,,https://images.bazookavault.com/card_fronts/Temporary_Blast_Fire-bz1.webp,1,,,
151,BL-P118,BL-P0118,AJax,Hero,Alpha,Blast,Pink Blast,Hex,195,,https://images.bazookavault.com/card_fronts/Temporary_Blast_Hex-bz1.webp,1,,,
152,BL-S118,BL-S118,AJax,Hero,Alpha,Blast,Silver Blast,Steel,165,,https://images.bazookavault.com/card_fronts/Temporary_Blast_Steel-bz1.webp,1,,,
153,FT-42,FT-042,AJax,Hero,Alpha,2025 Update,Fire Tracks Battlefoil,Fire,180,,https://images.bazookavault.com/card_fronts/alpha_update_2025/FIRE-TRACKS-Featured/FIRE-TRACKS-Featured_page-0042-bz1.webp,0,FT-42_AJax_Fire_P180.webp,ok,
154,GBF-42,GBF-042,AJax,Hero,Alpha,2025 Update,Green Battlefoil,Glow,185,,https://images.bazookavault.com/card_fronts/alpha_update_2025/Glow-GreenBattleFoil/Glow-GreenBattleFoil_page-0042-bz1.webp,0,GBF-42_AJax_Glow_P185.webp,ok,
155,GLBF-42,GLBF-042,AJax,Hero,Alpha,2025 Update,Grandma's Linoleum Battlefoil,Hex,195,,https://images.bazookavault.com/card_fronts/alpha_update_2025/Linoleum-Hex/Linoleum-Hex_page-0042-bz1.webp,0,GLBF-42_AJax_Hex_P195.webp,ok,
156,GLBF-84,GLBF-084,AJax,Hero,Alpha,2025 Update,Grandma's Linoleum Battlefoil,Glow,185,,https://images.bazookavault.com/card_fronts/alpha_update_2025/Linoleum-Glow/Linoleum-Glow_page-0042-bz1.webp,0,GLBF-84_AJax_Glow_P185.webp,ok,
157,GLBF-126,GLBF-126,AJax,Hero,Alpha,2025 Update,Grandma's Linoleum Battlefoil,Fire,180,,https://images.bazookavault.com/card_fronts/alpha_update_2025/Linoleum-Fire/Linoleum-Fire_page-0042-bz1.webp,0,GLBF-126_AJax_Fire_P180.webp,exists,
158,GLBF-168,GLBF-168,AJax,Hero,Alpha,2025 Update,Grandma's Linoleum Battlefoil,Ice,180,,https://images.bazookavault.com/card_fronts/alpha_update_2025/Linoleum-Ice/Linoleum-Ice_page-0042-bz1.webp,0,GLBF-168_AJax_Ice_P180.webp,exists,
159,GLBF-210,GLBF-210,AJax,Hero,Alpha,2025 Update,Grandma's Linoleum Battlefoil,Steel,165,,https://images.bazookavault.com/card_fronts/alpha_update_2025/Linoleum-Steel/Linoleum-Steel_page-0042-bz1.webp,0,GLBF-210_AJax_Steel_P165.webp,exists,
160,MI-42,MI-042,AJax,Hero,Alpha,2025 Update,Miami Ice Battlefoil,Ice,180,,https://images.bazookavault.com/card_fronts/alpha_update_2025/MIAMI/MIAMI_page-0042-bz1.webp,0,MI-42_AJax_Ice_P180.webp,exists,
161,MIX-42,MIX-042,AJax,Hero,Alpha,2025 Update,Mixtape Battlefoil,Hex,195,,https://images.bazookavault.com/card_fronts/alpha_update_2025/MIXTAPE-Hex/MIXTAPE-Hex_page-0042-bz1.webp,0,MIX-42_AJax_Hex_P195.webp,ok,
162,MIX-84,MIX-084,AJax,Hero,Alpha,2025 Update,Mixtape Battlefoil,Glow,185,,https://images.bazookavault.com/card_fronts/alpha_update_2025/MIXTAPE-Glow/MIXTAPE-Glow_page-0042-bz1.webp,0,MIX-84_AJax_Glow_P185.webp,ok,
163,MIX-126,MIX-126,AJax,Hero,Alpha,2025 Update,Mixtape Battlefoil,Fire,180,,https://images.bazookavault.com/card_fronts/alpha_update_2025/MIXTAPE-Fire/MIXTAPE-Fire_page-0042-bz1.webp,0,MIX-126_AJax_Fire_P180.webp,ok,
164,MIX-168,MIX-168,AJax,Hero,Alpha,2025 Update,Mixtape Battlefoil,Ice,180,,https://images.bazookavault.com/card_fronts/alpha_update_2025/MIXTAPE-Ice/MIXTAPE-Ice_page-0042-bz1.webp,0,MIX-168_AJax_Ice_P180.webp,ok,
165,MIX-210,MIX-210,AJax,Hero,Alpha,2025 Update,Mixtape Battlefoil,Steel,165,,https://images.bazookavault.com/card_fronts/alpha_update_2025/MIXTAPE-Steel/MIXTAPE-Steel_page-0042-bz1.webp,0,MIX-210_AJax_Steel_P165.webp,ok,
166,OBF-42,OBF-042,AJax,Hero,Alpha,2025 Update,Orange Battlefoil,Fire,180,,https://images.bazookavault.com/card_fronts/alpha_update_2025/Fire-OrangeBattleFoil/Fire-OrangeBattleFoil_page-0042-bz1.webp,0,OBF-42_AJax_Fire_P180.webp,ok,
155,GLBF-42,GLBF-042,AJax,Hero,Alpha,2025 Update,Grandma's Linoleum Battlefoil,Hex,195,,https://images.bazookavault.com/card_fronts/alpha_update_2025/Linoleum-Hex/Linoleum-Hex_page-0042-bz1.webp,0,GLBF-42_AJax_Hex_P195.webp,ok,
156,GLBF-84,GLBF-084,AJax,Hero,Alpha,2025 Update,Grandma's Linoleum Battlefoil,Glow,185,,https://images.bazookavault.com/card_fronts/alpha_update_2025/Linoleum-Glow/Linoleum-Glow_page-0042-bz1.webp,0,GLBF-84_AJax_Glow_P185.webp,ok,
157,GLBF-126,GLBF-126,AJax,Hero,Alpha,2025 Update,Grandma's Linoleum Battlefoil,Fire,180,,https://images.bazookavault.com/card_fronts/alpha_update_2025/Linoleum-Fire/Linoleum-Fire_page-0042-bz1.webp,0,GLBF-126_AJax_Fire_P180.webp,exists,
158,GLBF-168,GLBF-168,AJax,Hero,Alpha,2025 Update,Grandma's Linoleum Battlefoil,Ice,180,,https://images.bazookavault.com/card_fronts/alpha_update_2025/Linoleum-Ice/Linoleum-Ice_page-0042-bz1.webp,0,GLBF-168_AJax_Ice_P180.webp,exists,
159,GLBF-210,GLBF-210,AJax,Hero,Alpha,2025 Update,Grandma's Linoleum Battlefoil,Steel,165,,https://images.bazookavault.com/card_fronts/alpha_update_2025/Linoleum-Steel/Linoleum-Steel_page-0042-bz1.webp,0,GLBF-210_AJax_Steel_P165.webp,exists,
160,MI-42,MI-042,AJax,Hero,Alpha,2025 Update,Miami Ice Battlefoil,Ice,180,,https://images.bazookavault.com/card_fronts/alpha_update_2025/MIAMI/MIAMI_page-0042-bz1.webp,0,MI-42_AJax_Ice_P180.webp,exists,
161,MIX-42,MIX-042,AJax,Hero,Alpha,2025 Update,Mixtape Battlefoil,Hex,195,,https://images.bazookavault.com/card_fronts/alpha_update_2025/MIXTAPE-Hex/MIXTAPE-Hex_page-0042-bz1.webp,0,MIX-42_AJax_Hex_P195.webp,ok,
162,MIX-84,MIX-084,AJax,Hero,Alpha,2025 Update,Mixtape Battlefoil,Glow,185,,https://images.bazookavault.com/card_fronts/alpha_update_2025/MIXTAPE-Glow/MIXTAPE-Glow_page-0042-bz1.webp,0,MIX-84_AJax_Glow_P185.webp,ok,
163,MIX-126,MIX-126,AJax,Hero,Alpha,2025 Update,Mixtape Battlefoil,Fire,180,,https://images.bazookavault.com/card_fronts/alpha_update_2025/MIXTAPE-Fire/MIXTAPE-Fire_page-0042-bz1.webp,0,MIX-126_AJax_Fire_P180.webp,ok,
164,MIX-168,MIX-168,AJax,Hero,Alpha,2025 Update,Mixtape Battlefoil,Ice,180,,https://images.bazookavault.com/card_fronts/alpha_update_2025/MIXTAPE-Ice/MIXTAPE-Ice_page-0042-bz1.webp,0,MIX-168_AJax_Ice_P180.webp,ok,
165,MIX-210,MIX-210,AJax,Hero,Alpha,2025 Update,Mixtape Battlefoil,Steel,165,,https://images.bazookavault.com/card_fronts/alpha_update_2025/MIXTAPE-Steel/MIXTAPE-Steel_page-0042-bz1.webp,0,MIX-210_AJax_Steel_P165.webp,ok,
166,OBF-42,OBF-042,AJax,Hero,Alpha,2025 Update,Orange Battlefoil,Fire,180,,https://images.bazookavault.com/card_fronts/alpha_update_2025/Fire-OrangeBattleFoil/Fire-OrangeBattleFoil_page-0042-bz1.webp,0,OBF-42_AJax_Fire_P180.webp,ok,
167,PBF-42,PBF-042,AJax,Hero,Alpha,2025 Update,Pink Battlefoil,Hex,195,,https://images.bazookavault.com/card_fronts/alpha_update_2025/Hex-PurpleBattleFoil/Hex-PurpleBattleFoil_page-0042-bz1.webp,0,PBF-42_AJax_Hex_P195.webp,exists,
168,RAD-42,RAD-042,AJax,Hero,Alpha,2025 Update,80's Rad Battlefoil,Hex,195,,https://images.bazookavault.com/card_fronts/alpha_update_2025/Rad-Hex/Rad-Hex_page-0042-bz1.webp,0,RAD-42_AJax_Hex_P195.webp,exists,
169,RAD-84,RAD-084,AJax,Hero,Alpha,2025 Update,80's Rad Battlefoil,Glow,185,,https://images.bazookavault.com/card_fronts/alpha_update_2025/Rad-Glow/Rad-Glow_page-0042-bz1.webp,0,RAD-84_AJax_Glow_P185.webp,exists,
170,RAD-126,RAD-126,AJax,Hero,Alpha,2025 Update,80's Rad Battlefoil,Fire,180,,https://images.bazookavault.com/card_fronts/alpha_update_2025/Rad-Fire/Rad-Fire_page-0042-bz1.webp,0,RAD-126_AJax_Fire_P180.webp,exists,
171,RAD-168,RAD-168,AJax,Hero,Alpha,2025 Update,80's Rad Battlefoil,Ice,180,,https://images.bazookavault.com/card_fronts/alpha_update_2025/Rad-Ice/Rad-Ice_page-0042-bz1.webp,0,RAD-168_AJax_Ice_P180.webp,exists,
172,RAD-210,RAD-210,AJax,Hero,Alpha,2025 Update,80's Rad Battlefoil,Steel,165,,https://images.bazookavault.com/card_fronts/alpha_update_2025/Rad-Steel/Rad-Steel_page-0042-bz1.webp,0,RAD-210_AJax_Steel_P165.webp,exists,
173,SF-42,SF-042,AJax,Hero,Alpha,2025 Update,Superfoil,Super,195,,https://images.bazookavault.com/card_fronts/alpha_update_2025/Super/Super_page-0042-bz1.webp,0,SF-42_AJax_Super_P195.webp,exists,
174,56,056,Alien,Hero,Alpha,2025 Update,Base (Paper),Fire,90,,https://images.bazookavault.com/card_fronts/alpha_update_2025/Fire-Paper/Fire-Paper_page-0056-bz1.webp,0,56_Alien_Fire_P90.webp,exists,
175,116,116,Alien,Hero,Alpha,2025 Update,Base (Paper),Ice,90,,https://images.bazookavault.com/card_fronts/alpha_update_2025/Ice-Paper/Ice-Paper_page-0056-bz1.webp,0,116_Alien_Ice_P90.webp,exists,
176,176,176,Alien,Hero,Alpha,2025 Update,Base (Paper),Steel,85,,https://images.bazookavault.com/card_fronts/alpha_update_2025/Steel-Paper/Steel-Paper_page-0056-bz1.webp,0,176_Alien_Steel_P85.webp,exists,
177,BBF-98,BBF-098,Alien,Hero,Alpha,2025 Update,Blue Battlefoil,Ice,90,,https://images.bazookavault.com/card_fronts/alpha_update_2025/Ice-BlueBattleFoil/Ice-BlueBattleFoil_page-0098-bz1.webp,0,BBF-98_Alien_Ice_P90.webp,exists,
178,BF-56,BF-056,Alien,Hero,Alpha,2025 Update,Battlefoil,Hex,140,,https://images.bazookavault.com/card_fronts/alpha_update_2025/Hex-BattleFoil/Hex-BattleFoil_page-0056-bz1.webp,0,BF-56_Alien_Hex_P140.webp,exists,
179,BF-116,BF-116,Alien,Hero,Alpha,2025 Update,Battlefoil,Glow,130,,https://images.bazookavault.com/card_fronts/alpha_update_2025/Glow-BattleFoil/Glow-BattleFoil_page-0056-bz1.webp,0,BF-116_Alien_Glow_P130.webp,exists,
180,BF-176,BF-176,Alien,Hero,Alpha,2025 Update,Battlefoil,Fire,90,,https://images.bazookavault.com/card_fronts/alpha_update_2025/Fire-BattleFoil/Fire-BattleFoil_page-0056-bz1.webp,0,BF-176_Alien_Fire_P90.webp,ok,
181,BF-236,BF-236,Alien,Hero,Alpha,2025 Update,Battlefoil,Ice,90,,https://images.bazookavault.com/card_fronts/alpha_update_2025/Ice-BattleFoil/Ice-BattleFoil_page-0056-bz1.webp,0,BF-236_Alien_Ice_P90.webp,ok,
182,BF-296,BF-296,Alien,Hero,Alpha,2025 Update,Battlefoil,Steel,85,,https://images.bazookavault.com/card_fronts/alpha_update_2025/Steel-BattleFoil/Steel-BattleFoil_page-0056-bz1.webp,0,BF-296_Alien_Steel_P85.webp,ok,
183,BGBF-59,BGBF-059,Alien,Hero,Alpha,2025 Update,Bubble Gum Battlefoil,Gum,140,,https://images.bazookavault.com/card_fronts/alpha_update_2025/Gum-BattleFoil/Gum-BattleFoil_page-0059-bz1.webp,0,BGBF-59_Alien_Gum_P140.webp,exists,
184,BHBF-56,BHBF-056,Alien,Hero,Alpha,2025 Update,"Blue Headlines Battlefoil, Headlines Battlefoil",Ice,90,,https://images.bazookavault.com/card_fronts/alpha_update_2025/Headlines-Ice-Blue/Headlines-Ice-Blue_page-0056-bz1.webp,0,BHBF-56_Alien_Ice_P90.webp,exists,
185,BL-B174,BL-B174,Alien,Hero,Alpha,Blast,Blue Blast,Ice,90,,https://images.bazookavault.com/card_fronts/Temporary_Blast_Ice-bz1.webp,1,,,
186,BLBF-56,BLBF-056,Alien,Hero,Alpha,2025 Update,Blizzard Battlefoil,Hex,140,,https://images.bazookavault.com/card_fronts/alpha_update_2025/Hex-Blizzard/Hex-Blizzard_page-0056-bz1.webp,0,BLBF-56_Alien_Hex_P140.webp,exists,
187,BLBF-116,BLBF-116,Alien,Hero,Alpha,2025 Update,Blizzard Battlefoil,Glow,95,,https://images.bazookavault.com/card_fronts/alpha_update_2025/Glow-Blizzard/Glow-Blizzard_page-0056-bz1.webp,0,BLBF-116_Alien_Glow_P95.webp,ok,
188,BLBF-176,BLBF-176,Alien,Hero,Alpha,2025 Update,Blizzard Battlefoil,Fire,90,,https://images.bazookavault.com/card_fronts/alpha_update_2025/Fire-Blizzard/Fire-Blizzard_page-0056-bz1.webp,0,BLBF-176_Alien_Fire_P90.webp,ok,
189,BLBF-236,BLBF-236,Alien,Hero,Alpha,2025 Update,Blizzard Battlefoil,Ice,90,,https://images.bazookavault.com/card_fronts/alpha_update_2025/Ice-Blizzard/Ice-Blizzard_page-0056-bz1.webp,0,BLBF-236_Alien_Ice_P90.webp,ok,
190,BLBF-296,BLBF-296,Alien,Hero,Alpha,2025 Update,Blizzard Battlefoil,Steel,85,,https://images.bazookavault.com/card_fronts/alpha_update_2025/Steel-Blizzard/Steel-Blizzard_page-0056-bz1.webp,0,BLBF-296_Alien_Steel_P85.webp,ok,
191,BL-BG174,BL-BG0174,Alien,Hero,Alpha,Blast,Bubble Gum Blast,Gum,140,,https://images.bazookavault.com/card_fronts/Temporary_Blast_Gum-bz1.webp,1,,,
192,BL-G174,BL-G174,Alien,Hero,Alpha,Blast,Green Blast,Glow,95,,https://images.bazookavault.com/card_fronts/Temporary_Blast_Glow-bz1.webp,1,,,
193,BL-O174,BL-O174,Alien,Hero,Alpha,Blast,Orange Blast,Fire,90,,https://images.bazookavault.com/card_fronts/Temporary_Blast_Fire-bz1.webp,1,,,
167,PBF-42,PBF-042,AJax,Hero,Alpha,2025 Update,Pink Battlefoil,Hex,195,,https://images.bazookavault.com/card_fronts/alpha_update_2025/Hex-PurpleBattleFoil/Hex-PurpleBattleFoil_page-0042-bz1.webp,0,PBF-42_AJax_Hex_P195.webp,exists,
168,RAD-42,RAD-042,AJax,Hero,Alpha,2025 Update,80's Rad Battlefoil,Hex,195,,https://images.bazookavault.com/card_fronts/alpha_update_2025/Rad-Hex/Rad-Hex_page-0042-bz1.webp,0,RAD-42_AJax_Hex_P195.webp,exists,
169,RAD-84,RAD-084,AJax,Hero,Alpha,2025 Update,80's Rad Battlefoil,Glow,185,,https://images.bazookavault.com/card_fronts/alpha_update_2025/Rad-Glow/Rad-Glow_page-0042-bz1.webp,0,RAD-84_AJax_Glow_P185.webp,exists,
170,RAD-126,RAD-126,AJax,Hero,Alpha,2025 Update,80's Rad Battlefoil,Fire,180,,https://images.bazookavault.com/card_fronts/alpha_update_2025/Rad-Fire/Rad-Fire_page-0042-bz1.webp,0,RAD-126_AJax_Fire_P180.webp,exists,
171,RAD-168,RAD-168,AJax,Hero,Alpha,2025 Update,80's Rad Battlefoil,Ice,180,,https://images.bazookavault.com/card_fronts/alpha_update_2025/Rad-Ice/Rad-Ice_page-0042-bz1.webp,0,RAD-168_AJax_Ice_P180.webp,exists,
172,RAD-210,RAD-210,AJax,Hero,Alpha,2025 Update,80's Rad Battlefoil,Steel,165,,https://images.bazookavault.com/card_fronts/alpha_update_2025/Rad-Steel/Rad-Steel_page-0042-bz1.webp,0,RAD-210_AJax_Steel_P165.webp,exists,
173,SF-42,SF-042,AJax,Hero,Alpha,2025 Update,Superfoil,Super,195,,https://images.bazookavault.com/card_fronts/alpha_update_2025/Super/Super_page-0042-bz1.webp,0,SF-42_AJax_Super_P195.webp,exists,
174,56,056,Alien,Hero,Alpha,2025 Update,Base (Paper),Fire,90,,https://images.bazookavault.com/card_fronts/alpha_update_2025/Fire-Paper/Fire-Paper_page-0056-bz1.webp,0,56_Alien_Fire_P90.webp,exists,
175,116,116,Alien,Hero,Alpha,2025 Update,Base (Paper),Ice,90,,https://images.bazookavault.com/card_fronts/alpha_update_2025/Ice-Paper/Ice-Paper_page-0056-bz1.webp,0,116_Alien_Ice_P90.webp,exists,
176,176,176,Alien,Hero,Alpha,2025 Update,Base (Paper),Steel,85,,https://images.bazookavault.com/card_fronts/alpha_update_2025/Steel-Paper/Steel-Paper_page-0056-bz1.webp,0,176_Alien_Steel_P85.webp,exists,
177,BBF-98,BBF-098,Alien,Hero,Alpha,2025 Update,Blue Battlefoil,Ice,90,,https://images.bazookavault.com/card_fronts/alpha_update_2025/Ice-BlueBattleFoil/Ice-BlueBattleFoil_page-0098-bz1.webp,0,BBF-98_Alien_Ice_P90.webp,exists,
178,BF-56,BF-056,Alien,Hero,Alpha,2025 Update,Battlefoil,Hex,140,,https://images.bazookavault.com/card_fronts/alpha_update_2025/Hex-BattleFoil/Hex-BattleFoil_page-0056-bz1.webp,0,BF-56_Alien_Hex_P140.webp,exists,
179,BF-116,BF-116,Alien,Hero,Alpha,2025 Update,Battlefoil,Glow,130,,https://images.bazookavault.com/card_fronts/alpha_update_2025/Glow-BattleFoil/Glow-BattleFoil_page-0056-bz1.webp,0,BF-116_Alien_Glow_P130.webp,exists,
180,BF-176,BF-176,Alien,Hero,Alpha,2025 Update,Battlefoil,Fire,90,,https://images.bazookavault.com/card_fronts/alpha_update_2025/Fire-BattleFoil/Fire-BattleFoil_page-0056-bz1.webp,0,BF-176_Alien_Fire_P90.webp,ok,
181,BF-236,BF-236,Alien,Hero,Alpha,2025 Update,Battlefoil,Ice,90,,https://images.bazookavault.com/card_fronts/alpha_update_2025/Ice-BattleFoil/Ice-BattleFoil_page-0056-bz1.webp,0,BF-236_Alien_Ice_P90.webp,ok,
